,CrashSeverity,NumberOfUnits,UnitInError,CrashDateTime,Latitude,Longitude,LocationRouteType,LocationRouteNumber,LocationPrefix,LocationRoadName,LocationRoadType,MannerOfCollision,Weather,LightCondition,Narrative,CrashReportedDateTime,DispatchedDateTime,ArrivedDateTime,RoadCondition,TotalInjured,TotalKilled,AnimalRelated,AlcoholRelated,SpeedRelated,TeenRelated
341,Property Damage Only,2,2,11/9/2020 17:39,40.06106,-82.38802,State Route,16W,,,,Sideswipe; same direction,Clear,Dark - Unknown Roadway Lighting,Unit 1 was traveling westbound on State Route 16. Unit 2 was entering the highway from Cedar Street and was merging onto 16 westbound. Unit 2 did not yeild to Unit 1 and side swiped Unit 1. This impacted cause Unit 2 to spin and disable the vehicle on State Route 16 westbound.,11/9/2020 17:39,11/9/2020 17:41,11/9/2020 17:43,Dry,0,0,False,False,False,False
342,Property Damage Only,2,2,11/9/2020 17:45,40.071914,-82.41794200000001,,,,JEFFERSON ,Street,Angle,Clear,Dark - Lighted Roadway,Unit 1 was traveling southbound on North 12th Street and came to the stop sign at Jefferson Street and stopped. Unit 2 was traveling eastbound on Jefferson Street and came to the stop sign at North 12th Street. Unit 1 then entered the intersection to travel east on Jefferson Street. Unit 2 then entered the intersection not yeilding to Unit1 striking Unit 1 in the passenger side door. Unit 2 was cited for failure to yield at a stop sign.,11/9/2020 17:45,11/9/2020 18:28,11/9/2020 18:32,Dry,0,0,False,False,False,False
345,Property Damage Only,2,1,11/11/2020 10:23,40.0829,-82.42735,,,North,21st,Square,Angle,Cloudy,Daylight,Unit #2 was n/b IFO 1250 N 21st St when Unit #1 failed to yield the right of way when entering the roadway from a private drive and was struck by Unit #2 and caused a crash.  Unit #1 is at fault.,11/11/2020 10:23,11/11/2020 10:26,11/11/2020 10:33,Dry,0,0,False,False,False,True
346,Property Damage Only,2,1,11/11/2020 16:12,40.0462,-82.45305,,,West,Main ,Street,Angle,Clear,Daylight,Unit #1 was travelling west bound on West Main Street approaching Mcmillen Drive intersection. Unit #1 proceeded thru the intersection without stopping for the red light signal. Unit #2 was travelling east bound on West Main Street in the left turn lane at the intersection. Unit #2 proceeded to turn left (northbound) on Mcmillen Drive with a green arrow signal. Unit #1 struck unit #2. Unit #1 is at fault for the accident and was cited. ,11/11/2020 16:12,11/11/2020 16:13,11/11/2020 16:18,Dry,0,0,False,False,False,False
347,Injury Possible,2,2,11/12/2020 14:44,40.063978000000006,-82.422036,,,,Brennan,Street,Rear-end,Clear,Daylight,Unit 1 was traveling southbound and stopped in traffic. Unit 2 was behind Unit 1 stopped in traffic. Unit 2 driver reached over to pick up an item and stepped on the gas; striking Unit 1 in the rear.,11/12/2020 14:44,11/12/2020 14:45,11/12/2020 14:46,Dry,0,0,False,False,False,True
348,Property Damage Only,2,1,11/12/2020 16:53,40.08436,-82.4176,State Route,13,,,,Rear-end,Clear,Daylight,Unit's 1&2 were both traveling northbound on SR 13 (Mt Vernon Rd) at Riverview Dr.  Unit 2 was coming to a stop because another vehicle was stopping in front of her.  Unit 1 then struck Unit 2 in the rear causing a accident.  Unit 1 is found at fault for the accident.  Unit 1 was issued a citation for ACDA.,11/12/2020 16:53,11/12/2020 16:54,11/12/2020 17:31,Dry,0,0,False,False,False,True
350,Property Damage Only,2,1,11/13/2020 14:48,40.0767,-82.415017,State Route,13,,,,Rear-end,Clear,Daylight,Unit #2 and unit #1 were northbound on SR 13 (Mt Vernon Rd.)  Unit #1 struck the rear of unit #2.   No injuries.,11/13/2020 14:48,11/13/2020 14:49,11/13/2020 15:00,Dry,0,0,False,False,False,False
351,Property Damage Only,2,2,11/14/2020 14:31,40.053891,-82.398945,,,,FLEEK,Avenue,Sideswipe; same direction,Cloudy,Daylight,Unit 1 was unoccupied and parked facing east on Fleek Ave. Unit 2 was moving eastbound on Fleek Ave. and struck Unit 1. Unit 2 left the scene. No injuries reported. ,11/14/2020 14:31,11/14/2020 14:36,11/14/2020 14:37,Dry,0,0,False,False,False,False
352,Property Damage Only,2,1,11/14/2020 10:47,40.055935,-82.453075,State Route,16E,,,,Not Collision Between Two Vehicles in Transport,Cloudy,Daylight,11/14/2020; 1047 hours; Unit#01 was traveling east on State Rt.#16 East and a wooden chair left the bed of the truck and landed in the roadway near the Country Club Drive exit.  Unit#02 was traveling behind Unit#01 and struck the chair.  Unit#01 failed to seure a load.,11/14/2020 10:47,11/14/2020 10:51,11/14/2020 11:07,Dry,0,0,False,False,False,False
353,Minor Injury Suspected,2,2,11/14/2020 12:45,40.086473,-82.427468,,,,21st ,Street,Angle,Cloudy,Daylight,Unit 1 was traveling eastbound on Goosepond Rd when going through the intersection of 21st Street/Deo Dr. Unit 2 who was turning left at the intersection of Deo Dr/ 21st Street failed to yield striking Unit 1. Both Units pulled into the Wendys parking lot to clear the roadway. Unit 1 had two passengers; one of them was transported to LMH by Newark EMS. Unit 2 had one passenger and no apparent injuries. Unit 1 had disabling damage and was towed by Midland towing. Unit 2 had functional damage. Unit 2 was cited for failure to yield when turning left.  ,11/14/2020 12:45,11/14/2020 12:47,11/14/2020 13:06,Dry,0,0,False,False,False,False
354,Property Damage Only,2,1,11/15/2020 14:08,40.081621999999996,-82.427937,,,North,21st,Street,Sideswipe; same direction,Clear,Daylight,Unit 2 stated that she was driving north on N 21st in the left lane.  While doing so a Deputy Sheriff's cruiser needed to turn around and traffic was stopped.  Unit 2 stated that when traffic started to move she notice Unit 1 start to merge behind her and struck the rear driver side of her vehicle.  Unit 1 driving in the turn lane gong north on N 21st St when he attempted to merge and struck Unit 2.  I asked Unit 1 how the accident happened and he stated that it happened fast.  I then explained to Unit 1 that when he is in the middle turn lane and needs to merge that it is his responsiblity to make sure it is safe to do so.  Unit 1 then clearly accepted fault at this time and both parties agreed to exhcange information.   I then recieved an email from Unit 2 stated that Unit 1 was now uncooperative and would not admit fault.  I agreed to complete a report at this time.  Unit 1 did clearly admit fault in this accident and when I locate him he will be given a citation for marked lanes.  ,11/15/2020 14:08,11/15/2020 14:08,11/15/2020 15:00,Dry,0,0,False,False,False,True
355,Minor Injury Suspected,3,1,11/15/2020 13:10,40.08452,-82.417839,State Route,13,,,,Rear-end,Severe Crosswinds,Daylight,On 11/15/2020  unit #1 was heading southbound on 13 just past the Duke and Duchess at 1073 when he  looked down to open his soda and rear ended Unit#2 and then Unit #2 struck Unit#3. Unit #1 and Unit#2 sustained complete disabling damage and Unit #3 suffered rear end damage but was able to drive away from the scene. Unit#1 was the at fault vehicle and was cited accordingly.,11/15/2020 13:10,11/15/2020 13:11,11/15/2020 13:14,Dry,0,0,False,False,False,False
356,Property Damage Only,2,1,11/17/2020 18:56,40.048778999999996,-82.441638,,,South,30TH,Street,Rear-end,Clear,Dark - Lighted Roadway,UNIT 1 AND UNIT 2 WERE TRAVELING NORTHBOUND ON S. 30TH ST; APPROACHING W. MAIN ST AND WERE STOPPED AT THE RED LIGHT. UNIT 1 STATED THAT THE LIGHT HAD TURNED GREEN; AS LOOKED DOWN TO GRAB SOMETHING. UNIT 1 STATED HE REMOVED HIS FOOT FROM THE BRAKE AND BEGAN TO MOVE FORWARD; WHEN HE REALIZED UNIT 2 HADN'T BEGAN TO MOVE YET. UNIT 1 COLLIDED WITH THE REAR END OF UNIT 2; CAUSING MINOR DAMAGE TO BOTH VEHICLES. PHOTOGRAPHS WERE TAKEN OF BOTH VEHICLES. UNIT 1 WAS CITED FOR ACDA. NO INJURIES WERE REPORTED.,11/17/2020 18:56,11/17/2020 18:57,11/17/2020 19:00,Dry,0,0,False,False,False,False
357,Property Damage Only,2,2,11/18/2020 7:30,40.07428,-82.42883499999999,,,North,21st,Street,Angle,Cloudy,Daylight,Unit 1 was traveling west on Meadowbrook Dr through the intersection of N 21st St. Unit 2 was southbound on N 21st St approaching the intersection of Meadowbrook and 21st St. Unit 2 ran the red light and struck Unit 1 on the passenger side.,11/18/2020 7:30,11/18/2020 7:30,11/18/2020 7:40,Dry,0,0,False,False,False,False
358,Property Damage Only,1,1,11/18/2020 22:44,40.055319,-82.41305,,,West,MAIN,Street,Not Collision Between Two Vehicles in Transport,Clear,Dark - Lighted Roadway,UNIT ONE WAS TRAVELING IN THE WESTBOUND ON W MAIN ST. APARENTLY LOST CONTROL OF HIS VEHICLE AND STRUCK THE GAURDRAILAND BOUNCED ACROSS THE ROADWAY TO THE GUARDRAIL ON THE OTHER SIDE WHERE THE VEHICLE CAME TO REST. ,11/18/2020 22:44,11/18/2020 22:44,11/18/2020 22:50,Dry,0,0,False,True,False,False
359,Property Damage Only,1,1,11/18/2020 22:07,40.054137,-82.404706,,,South,5,Street,Not Collision Between Two Vehicles in Transport,Clear,Dark - Lighted Roadway,"Unit 1 was heading northbound on S 5th St. Unit 1 is a semi truck pulling a 53 foot trailer. Unit 1 failed to obey the signs for a low 12' 6"" bridge. Unit 1 struck the top of the bridge causing damage to the trailer. Driver of Unit 1 was issued a citation. ",11/18/2020 22:07,11/18/2020 22:08,11/18/2020 22:10,Dry,0,0,False,False,False,False
360,Property Damage Only,2,1,11/18/2020 14:24,40.069916,-82.433098,,,,SHARON VALLEY,Road,Angle,Clear,Daylight,11/18/20; 1424 hours; Unit#02 was traveling east on Granville Rd.  Unit#01 was stopped on Sharon Valley Rd at the Granville Rd intersection and entered Granville Rd to make a left turn.  Unit#01 struck Unit#02 and left the area of the traffic crash without being identified.  Unit#01 failed to yield right of way on a left turn/left scene of traffic crash.,11/18/2020 14:24,11/18/2020 14:24,11/18/2020 14:29,Dry,0,0,False,False,False,False
361,Property Damage Only,2,1,11/19/2020 13:56,40.06224,-82.38709,,,North,Gay,Street,Not Collision Between Two Vehicles in Transport,Clear,Daylight,Unit #2 was unoccupied and legally parked in front of 94 N. Gay St.  Unit #1 (trash truck) was backing down the street.  The front right side of unit #1 caught the driver side of unit #2 causing damage to the driver side.  ,11/19/2020 13:56,11/19/2020 13:58,11/19/2020 14:09,Dry,0,0,False,False,False,False
362,Property Damage Only,2,1,11/19/2020 18:15,40.07833,-82.42824,,,North,21st,Street,Angle,Clear,Dark - Lighted Roadway,Unit 1 was making a left turn (northbound) onto N 21st St from Taco Bell (1091 N 21st St).  Unit 2 was traveling northbound on N 21st St in front of Taco Bell.  Unit 1 pulled into the path of Unit 2 causing a accident.  Unit 1 is found at fault for the accident for failure to yield.  Unit 1 was issued a citation for the accident.  ,11/19/2020 18:15,11/19/2020 18:16,11/19/2020 18:21,Dry,0,0,False,False,False,False
363,Minor Injury Suspected,2,1,11/19/2020 21:05,40.044864000000004,-82.403678,,,West,NATIONAL,Drive,Rear-end,Clear,Dark - Lighted Roadway,Unit#2 stated Unit#1 and he were racing driving South on W National dr.  Unit#1 struck the rear of Unit#2 and spun Unit#2 around.  Unit#1 continued sliding into a utility pole located approximately one hundred and fifty feet from start of the crash.  Unit#2 continued sliding South and spun around and struck the South side of 247 W National Dr were it came to a rest.  Officers conducted field sobriety on Unit#1 and Unit#1 was arrested for OVI and cited.  Unit#2 was cited for street racing with Unit#1.,11/19/2020 21:05,11/19/2020 21:05,11/19/2020 21:06,Dry,0,0,False,True,True,True
364,Serious Injury Suspected,3,1,11/20/2020 17:44,40.06369,-82.42251999999999,,,,Granville,Road,Sideswipe; same direction,Clear,Dark - Lighted Roadway,Unit #1 was traveling westbound on Granville St. Unit #2 and #3 were parked on the north side of the street; facing westbound. Unit #1 struck Unit #2 casuing Unit #1 to roll over on its top. Unit #1 then slid on its stop and struck Unit #3. Unit #1's end of rest was on its top. Unit #1 is at fault.,11/20/2020 17:44,11/20/2020 17:44,11/20/2020 17:46,Dry,0,0,False,False,True,True
365,Injury Possible,2,2,11/21/2020 14:33,40.057672,-82.424921,,,West,Church,Square,Angle,Rain,Daylight,Unit 1 was traveling eastbound on W Church St. Unit 2 was traveling northbound on N Williams S approaching W Church St. Unit 2 stated his breaks went out and he ran the stop sign at W Church St; striking Unit 1.,11/21/2020 14:33,11/21/2020 14:34,11/21/2020 14:46,Dry,0,0,False,False,False,False
366,Property Damage Only,1,1,11/21/2020 13:35,40.062090000000005,-82.38616,State Route,16,,,,Not Collision Between Two Vehicles in Transport,Rain,Daylight,Unit 1 was traveling eastbound on SR 16 just before N Cedar St.  Unit 1 lost control and struck concrete median causing a accident.  Driver of Unit 1 left the scene of accident before police arrived.  Unknown at this time who was driving Unit 1.  Unit 1 was impounded.,11/21/2020 13:35,11/21/2020 13:35,11/21/2020 13:42,Wet,0,0,False,False,False,False
367,Minor Injury Suspected,2,2,11/18/2020 16:07,40.058153999999995,-82.40656,,,North,5TH,Street,Angle,Clear,Daylight,Unit#1 was traveling north on N. 5th St. at W. Church St. with a green traffic control light. Unit#2 was traveling west on W. Church St. and failed to stop for the traffic control light on Church St. at 5th St. Unit#2 advised she could not see the traffic control device because the sun was in her eyes. The witness advised Unit#2 failed to stop for a red light. ,11/18/2020 16:07,11/18/2020 16:08,11/18/2020 16:09,Dry,0,0,False,False,False,False
369,Property Damage Only,3,1,11/21/2020 22:10,40.061754,-82.379406,,,,Madison,Avenue,Backing,Clear,Dark - Lighted Roadway,Unit 01 was parked in the driveway at 84 Madison Ave. Unit 01 backed out of the driveway towards the north striking unit 02 which was parked on the west side of the road. Unit 01 began pulling forward towards the south and struck the front of unit 03 which was parked on the east side of the road in front of 80 Madison Ave. Unit 01 then fled the scene of the accident. ,11/21/2020 22:14,11/21/2020 23:21,11/21/2020 23:24,Dry,0,0,False,False,False,False
371,Fatal,1,1,11/23/2020 2:03,40.06453,-82.38162,,,,Oakwood,Alley,Not Collision Between Two Vehicles in Transport,Clear,Dark - Roadway Not Lighted,Unit #1 was operating Northbound on Oakwood Ave approaching the area of 215 Oakwood Ave.  The vehicle was operating at a high rate of speed and the driver lost control of the vehicle.  The vehicle drove off the left side of the road; struck a utility pole; then struck a fence; and then struck the building at 215 Oakwood Ave.  ,11/23/2020 2:03,11/23/2020 2:07,11/23/2020 2:10,Dry,2,0,False,True,True,False
372,Property Damage Only,2,1,11/23/2020 12:37,40.047923,-82.456194,,,North,Westmoor,Avenue,Not Collision Between Two Vehicles in Transport,Clear,Daylight,On the above date and time; Unit #1 was backing up out of their driveway when they struck the front bumper of Unit #2. Unit #2 was unoccupied. There was no injuries and very minor damage.,11/23/2020 12:37,11/23/2020 12:37,11/23/2020 12:45,Dry,0,0,False,False,False,False
373,Property Damage Only,2,1,11/21/2020 17:25,40.085602,-82.418655,,,,Mt Vernon ,Road,Not Collision Between Two Vehicles in Transport,Other/Unknown,Dawn/Dusk,Unit #2 was parked at the first gas pump closest to the building and Unit #1 was parked in the first parking spot.  Unit #2 driver was in the store paying for his fuel when Unit #1 backed out of their parking spot into the front of Unit #2.  Unit #1 then left the scene.  Crash happened on 11/21/2020 at 1725 hrs.,11/23/2020 15:01,11/23/2020 15:12,11/23/2020 15:12,Other/Unknown,0,0,False,False,False,False
374,Property Damage Only,2,2,11/23/2020 23:10,40.101207,-82.434688,,,South,HUNTERS,Drive,Not Collision Between Two Vehicles in Transport,Clear,Dark - Lighted Roadway,Unit 1 was a legally parked vehicle along the curb in front of the owners residence. Unit 2 was traveling southbound on the roadway; and admittedly was distracted; reportedly feeling around for her Chapstick. Unit 2 failed to remain her the traveled lane; and struck the left rear of Unit 1. Driver of Unit 2 estimated her speed at about 30 mph; and due to her inattention never had the opportunity to attempt braking action. Contact forced the rear of Unit 1to roatate slightly counter-clockwise; and caused the right rear of Unit 1 to strike and go up on to the curb until final rest. Driver of Unit 2 is a juvenile; and her mother responded to the scene from their residience within the neighborhood; and sent the girl and vehicle 2 home. The mother remained on scene; but had not contacted police prior to our arrival. This officer made contact with the vehicle owner; and had him come out. Vehicle 1 was towed; and the roadway cleared of debris.,11/23/2020 23:13,11/23/2020 23:14,11/23/2020 23:17,Dry,0,0,False,False,True,True
375,Property Damage Only,2,1,11/23/2020 17:35,40.086465999999994,-82.427446,,,North,21ST,Street,Angle,Clear,Dark - Lighted Roadway,Unit 1 was southbound on N. 21st Street in the left turn lane. Reportedly there had been another truck in the opposite left turn lane across from Unit 1. Driver began to execute a left turn; eastbound on to Deo Drive; and when doing so; turned in front of a vehicle traveling northbound; that had the right of way. Unit 1 reportedly did not have opportunity to apply braking action; thus striking Unit 1. Vehicles had moved from the intersection in to a business lot until an officer could arrive. Driver of Unit 1 is a young teenager; with a temporary permit. His father was the only passenger. The juvenile was cited and relased.,11/23/2020 17:40,11/23/2020 18:29,11/23/2020 18:32,Dry,0,0,False,False,False,True
376,Property Damage Only,2,1,11/23/2020 18:31,40.067446999999994,-82.45209200000001,,,,PLEASANT CREST,Drive,Other/Unknown,Other/Unknown,Other/Unknown,UNIT 2 WAS PARKED ON PLEASANT VALLEY DR NEAR CRAIG PKWY; FACING EASTBOUND. UNIT 2 WAS UNOCCUPIED WHEN AN UNKNOWN UNIT 1 STRUCK THE DRIVER'S SIDE PASSENGER DOOR AND FLED THE SCENE. NO INFORMATION FOR UNIT 1 WAS LEFT BEHIND OR EXCHANGED. UNIT 2 SUSTAINED MINOR DAMAGES.,11/23/2020 18:31,11/23/2020 18:59,11/23/2020 19:02,Other/Unknown,0,0,False,False,False,False
377,Property Damage Only,2,2,11/23/2020 1:00,40.041999,-82.399694,,,,Boner,Street,Sideswipe; same direction,Other/Unknown,Dark - Unknown Roadway Lighting,Unit 1  reported that sometime overnight an unkown Unit 2 struck the rear passenger side of his vehicle.  ,11/23/2020 9:07,11/23/2020 9:07,11/23/2020 9:14,Wet,0,0,False,False,False,False
378,Serious Injury Suspected,2,1,11/23/2020 15:56,40.074746999999995,-82.447089,,,,King,Road,Angle,Clear,Daylight,On the above date and time; Unit #1 was traveling SB on King Rd when she approached the intersection at Sharon Valley. Unit #1 stated she was being waved out by a person in another vehicle. She proceeded to enter the intersection while Unit #2 was traveling WB on Sharon Valley Rd. Unit #2 struck the front drivers side of Unit #1's vehicle. Unit #1 was cited for improper left turn.,11/23/2020 15:56,11/23/2020 15:56,11/23/2020 16:01,Dry,0,0,False,False,False,False
379,Property Damage Only,1,1,11/24/2020 9:30,40.062915000000004,-82.421313,,,North,14th,Street,Not Collision Between Two Vehicles in Transport,Clear,Daylight,On 11/24/2020 Unit 01 was parked along side of N. 14th St. in front of their residence. Unit 01 attempted to move his vehicle from his street side parking spot and struck an AEP pole in front of him. Unit 01 advised he believed he had placed the vehicle in reverse when it infact was in drive causing the accident. Unit 01 sustained no injuries and no damage. AEP was notified of the damage to the utility pole. A citation was issued to Unit 01.,11/24/2020 9:30,11/24/2020 9:31,11/24/2020 9:38,Dry,0,0,False,False,False,False
380,Property Damage Only,3,1,11/26/2020 6:20,40.065477,-82.408173,,,,Mt Vernon ,Road,Head-on,Clear,Dawn/Dusk,Unit 01 was s/b on Mt Vernon Rd and when in the area of 274 Mt Vernon Rd; veered left crossing over the double yellow line striking a utility pole on the east side of the road. Unit 01 continued south; turned right onto Hoover St and struck Unit 02 which was parked on the south side of the road in front of 56 Hoover St. Unit 02 was pushed backwards and into the front of unit 03. ,11/26/2020 6:20,11/26/2020 6:22,11/26/2020 6:23,Dry,0,0,False,False,False,False
381,Injury Possible,1,1,11/26/2020 9:22,40.058394,-82.420289,State Route,16,,,,Not Collision Between Two Vehicles in Transport,Cloudy,Daylight,Unit 1 was travelling eastbound on SR 16 on ramp to SR 79 southbound. Unit 1 lost control of the vehicle; exiting the roadway to the north; strking a sign then travelled eastbound across SR 79. Unit 1 then came to a final rest on the eastern lane of SR 79 south after striking a utility pole. The driver of Unit 1 was examined by Newark Fire and complained of injuries but refused to be transported to the hospital. ,11/26/2020 9:26,11/26/2020 9:26,11/26/2020 9:31,Dry,0,0,False,False,False,False
382,Property Damage Only,2,2,11/25/2020 14:18,40.051836,-82.430594,,,North,21st,Street,Rear-end,Rain,Daylight,Unit 1 was traveling southbound on N 21st St and slowed down to turn into an alley. Unit 2 was traveling sountbound behind Unit 1 and failed to stop; striking Unit 1 in the rear.,11/25/2020 14:18,11/25/2020 14:18,11/25/2020 14:19,Wet,0,0,False,False,False,False
383,Property Damage Only,2,2,11/25/2020 14:56,40.086459000000005,-82.427375,,,North,21st,Street,Rear-end,Rain,Daylight,Unit#1 and Unit#2 were traveling north on N. 21st Street. Unit#1 stopped at the traffic control light on N. 21st St at Deo Drive; when she was struck in the rear by Unit#2. Unit#2 was cited for acda. ,11/25/2020 14:56,11/25/2020 14:57,11/25/2020 14:58,Wet,0,0,False,False,False,True
384,Property Damage Only,1,1,11/25/2020 19:08,40.043746999999996,-82.463525,,,West,Main,Street,Not Collision Between Two Vehicles in Transport,Rain,Dark - Roadway Not Lighted,On the listed date and time; officers were dispatched to the listed location in reference to an injury accident involving one unit and a utility pole. Upon arrival; Newark EMS was on scene and advised there were no injuries. I spoke with the driver of unit #1. He advised me he was traveling eastbound on W. Main St. He stated he was attempting to pass a vehicle who was also traveling eastbound. While attmempting to pass the other vehicle; unit #1 lost control causing it to spin while changing lanes. Unit #1 then slid off the roadway on the south side; striking a utility pole (Pole #1148; #125). Unit #1 had monor damage to the passenger side. The utility pole had damage to the support wires. AEP arrived on scene to access the damage to the pole. The driver was issued a citation. Respectfully submitted; Officer Brandon M. Shepherd #3267,11/25/2020 19:08,11/25/2020 19:11,11/25/2020 19:19,Wet,0,0,False,False,False,False
385,Property Damage Only,2,1,11/25/2020 20:30,40.070147,-82.420573,,,,Moull ,Street,Sideswipe; same direction,Rain,Dark - Lighted Roadway,Unit 2 was unoccupied parked on the southside of Moull St. facing east. Around 2230 the owner of Unit 2 that was inside 309 Moull St. and walked outside to see his vehicle had been struck. Unit 1 appeard to have struck Unit 2 while traveling eastbound; damaging the entire drivers side of Unit 2 which including taking off the mirror. The owner of Unit 2 advised he does not know the exact time his vehicle was stuck and did not observe the other vehicle at all.,11/25/2020 20:30,11/25/2020 20:50,11/25/2020 21:05,Wet,0,0,False,False,True,False
386,Minor Injury Suspected,1,1,11/27/2020 23:27,40.051364,-82.430382,,,West,MAIN,Street,Not Collision Between Two Vehicles in Transport,Cloudy,Dark - Lighted Roadway,Unit one was attempting traveling southbound on N. 21st St. Unit 1 then turned left to proceed eastbound on W. Main St. and misjudged the turn and struck the utility pole located on the south side of the roadway. The driver then left the scene of the accident. The bumper of the vehicle was found at the scene with the license plate still attached.,11/27/2020 23:27,11/27/2020 23:30,11/27/2020 23:31,Dry,0,0,False,False,False,False
387,Property Damage Only,3,3,11/27/2020 13:36,40.076305,-82.428442,,,North,21st,Street,Angle,Clear,Daylight,Unit#1 was stopped on Jackson Blvd at N. 21st Street. Unit#2 was traveling south on N. 21st St. Unit#3 advised she turned left from Catalina Drive into the middle turn lane before attempting to turn right onto Jackson Blvd. Unit#3 was turning right onto Jackson Blvd from the middle turn lane; when she was struck in the right rear by Unit#2. Unit#3 spun and struck Unit#1. Unit#3 was cited for driving in marked lanes and Unit#2 was cited for driving under suspension. ,11/27/2020 13:36,11/27/2020 13:43,11/27/2020 13:48,Dry,0,0,False,False,False,True
388,Property Damage Only,2,1,11/28/2020 21:25,40.07264,-82.42621,,,,JEFFERSON,Road,Rear-end,Clear,Dark - Lighted Roadway,Unit 2 was parked in front of 476 Jefferson Rd.  Unit 1 was traveling westbound in front of 476 Jefferson Rd when it veered to the right and struck Unit 2 in the rear end.  Owner of Unit 2 advised driver of Unit 1 gave him is information and went back home.  Officer made contact with driver of Unit 1 at his residence.  Driver advised his phone charging cord got wrapped up in his steering wheel.  Driver stated he was messing around with the cord and lost control and struck Unit 2.  Unit 1 is found at fault for the accident.  Unit 1 was issued a citation for failure to control and DUS and advised of his mandatory court date. ,11/28/2020 21:25,11/28/2020 21:32,11/28/2020 21:38,Dry,0,0,False,False,False,False
389,Minor Injury Suspected,2,1,11/28/2020 3:02,40.063845,-82.409079,,,,Hoover,Street,Head-on,Clear,Dark - Lighted Roadway,Unit 01; while e/b on Hoover St; struck the front of unit 02; which was parked on the south side of the road at 81 Hoover St; head on pushing unit 02 off of the roadway and onto the sidewalk. Unit 01 continued east before veering off of the road to the right and striking the front of the house located at 71 Hoover St. ,11/28/2020 3:02,11/28/2020 3:06,11/28/2020 3:08,Dry,0,0,False,True,True,False
390,Property Damage Only,2,2,11/27/2020 14:40,40.057469,-82.409176,,,West,CHURCH ,Street,Rear-end,Cloudy,Daylight,Unit 1 was stopped at a red light at the intersection on West Church Street and North 6th Street facing westbound. Unit was traveling westbound on West Church Street and struck Unit 1. No injuries were reported at the time of the incident. ,11/27/2020 14:44,11/27/2020 14:46,11/27/2020 14:58,Dry,0,0,False,False,False,True
391,Property Damage Only,2,1,11/30/2020 22:05,40.05838,-82.44719,,,West,Church,Street,Angle,Snow,Dark - Lighted Roadway,Unit #1 was turning left from a private drive. Unit #2 was w/b on W. Church Street. Unit #1 entered the roadway while turning left in front of Unit #2 causing Unit #2 to hit Unit #1.,11/30/2020 22:05,11/30/2020 22:05,11/30/2020 22:10,Wet,0,0,False,False,False,False
392,Property Damage Only,1,1,12/1/2020 5:55,40.06252,-82.42904,State Route,16,,,,Not Collision Between Two Vehicles in Transport,Snow,Dark - Lighted Roadway,Unit #1 was operating Eastbound on SR 16 at the overpass at N. 21st St.  Unit #1 failed to maintain reasonable control and spun out.  Unit #1 struck the wall of the overpass on the righ hand side of the roadway.  ,12/1/2020 5:55,12/1/2020 5:57,12/1/2020 5:57,Snow,0,0,False,False,True,False
395,Minor Injury Suspected,1,1,12/1/2020 18:25,40.058820000000004,-82.44863000000001,State Route,16,,,,Not Collision Between Two Vehicles in Transport,Snow,Dark - Lighted Roadway,Unit 1 traveling west and hit ice spinning into the wall. The vehicle came to rest on the berm facing east. The driver was transported to LMH with injuries.,12/1/2020 18:31,12/1/2020 18:40,12/1/2020 18:42,Ice,0,0,False,False,True,False
396,Property Damage Only,2,1,12/1/2020 19:34,40.048909,-82.441615,,,South,30TH,Street,Angle,Clear,Dark - Lighted Roadway,UNIT 1 WAS NORTHBOUND ON S. 30TH ST AT THE RED LIGHT AT W. MAIN ST. UNIT 2 WAS TRAVELING EASTBOUND ON W. MAIN ST THROUGH THE INTERSECTION AT S. 30TH ST; WHEN SHE WAS STRUCK BY UNIT 1. UNIT 1 ADMITTED TO RUNNING THE RED LIGHT AND WAS CITED. NO INJURIES WERE REPORTED. UNIT 1 WAS TOWED BY JAE'S AND UNIT 2 WAS TOWED BY TRI COUNTY TOWING.,12/1/2020 19:34,12/1/2020 19:34,12/1/2020 19:40,Wet,0,0,False,False,False,False
397,Injury Possible,2,1,11/30/2020 15:16,40.07165,-82.41189,State Route,13,,,,Sideswipe; opposite direction,Snow,Daylight,ON listed date and time; a non injury auto accident was reported at SR 13 and Jefferson Rd. Upon arrival at scene; drivers advised that both veihicles had been moved after accident; to allow for traffic flow.OH-3 statements  were obtained from ech driver and photos were taken of each unit. After speaking with each driver; reviewwing thier written statements and looking at damaged areas of each unit; it was determined that unit 1 was at fault. Per both drivers; unit1 was stopped at stop  sign; E_B on Jefferson Rd. waiting to make  left hand turn; North bound; onto SR 13.Unit2 was North bound on SR 13 and  made a left turn; West bound; onto Jefferson Rd. Unit 1slowly moved forward as Unit 2 was making turn and contact  between both units took place. Damage was not major. Please refer to photos for details. ,11/30/2020 15:16,11/30/2020 15:16,11/30/2020 15:23,Snow,0,0,False,False,False,False
